"고유번호","시군구코드","도로위계기능구분","작업일시","도로구간일련번호","X 좌표","Y 좌표"
"40298","11305"," "," ","0","202855.547","459855.646"
"40302","11215"," ","20070313","0","207011.763","450486.261"
"40303","11470","4","20110317","585","189008.758","447060.543"
"40305","11215","4","20070319","2067","207772.561","448044.463"
"40306","11440","4"," ","458","193167.662","451804.192"
"40307","11545","4"," ","336","191491.078","441468.514"
"40309","11305"," "," ","0","201876.239","458542.929"
"40313","11290","4"," ","1","200312.074","454808.914"
"40314","11230","4"," ","2851","205195.164","452054.518"
"40315","11470","4","20110317","119","185279.488","448216.76"
"40582","11230","4"," ","3216","205837.161","455155.058"
"40584","11305"," "," ","0","201874.418","460034.243"
"40585","11305"," "," ","0","202076.635","460247.853"
"40586","11305"," "," ","0","202161.434","460169.03"
"40587","11380","4"," ","875","193717.384","458080.128"
"40589","11545","4"," ","193","191431.412","439189.366"
"40590","11545","4"," ","203","191574.918","439181.199"
"40591","11545","4"," ","269","191645.39","439176.505"
"40593","11545","4"," ","732","191566.377","439606.523"
"40594","11215","4"," ","1179","208385.222","450755.508"
"40596","11215","4"," ","2186","206001.377","449696.74"
"40597","11215","4"," ","504","207853.924","449528.284"
"40599","11215","4","20070115","2620","207508.797","449193.58"
"40600","11215","4"," ","1649","207218.52","448711.769"
"40502","11470","4","20110317","1099","188114.317","448256.38"
"40504","11470","4","20110317","85","184977.625","448900.568"
"40505","11470","4","20110317","55","187746.1","447052.341"
"40506","11470","3","20110317","235","188865.548","446833.342"
"40508","11470","4","20110317","77","184818.194","449197.63"
"39964","11215","4","20071109","366","208258.175","448998.174"
"39967","11545","4"," ","216","191597.223","441561.732"
"39968","11470","4","20110317","167","188354.732","448320.08"
"39969","11215","4"," ","142","208753.036","449140.229"
"39973","11545","4"," ","47","191588.439","441462.999"
"39975","11215","4"," ","60","207438.877","451515.434"
"39977","11230","4"," ","1564","205456.907","454948.056"
"39981","11440","4","20081222","1281","193732.235","450686.251"
"39983","11230","4"," ","1558","205450.59","454934.283"
"39985","11230","4"," ","1562","205472.314","454970.441"
"39986","11230","4"," ","1566","205432.813","454965.444"
"39987","11545","4"," ","645","190717.262","441832.7"
"39988","11440","4","20090128","2500","191724.764","450735.868"
"39990","11440","4","20100721","296","195340.575","450509.068"
"39991","11545","4"," ","997","191339.193","439544.222"
"39993","11215","3"," ","2078","207694.449","448209.69"
"39994","11440","4"," ","2015","191716.684","450807.922"
"39996","11545","4"," ","1052","191407.102","441464.229"
"39997","11215","4","20070214","109","207911.545","450616.143"
"40223","11470","4","20110317","41","187851.634","447129.173"
"40225","11230","4"," ","1876","205275.187","452548.533"
"40226","11230","4"," ","1713","205432.25","455850.651"
"40227","11230","4"," ","1796","205442.385","455812.05"
"40228","11380","4"," ","759","193337.276","458297.613"
"40229","11680","4"," ","328","207278.275","443589.647"
"40231","11680","4","20080808","803","202934.264","443576.655"
"40232","11680","4","20080903","328","207212.898","443549.644"
"40234","11545","4"," ","1781","191179.92","439154.359"
"40236","11215","4","20071109","376","207965.931","448952.424"
"40240","11215","4","20070115","2855","207596.028","449280.248"
"40241","11545","4"," ","967","191496.284","440079.775"
"40242","11545"," "," ","0","190496.569","441507.25"
"40243","11215","4"," ","1189","208244.995","450837.956"
"40249","11215","4","20070629","2275","206619.136","449649.592"
"40250","11545","4"," ","862","191137.657","440246.241"
"40252","11215","4","20070214","108","207899.603","450777.925"
"40254","11545","4"," ","154","191616.152","441463.885"
"40256","11440","4","20090210","301","195432.403","450468.009"
"40257","11290","4"," ","1","200323.767","454790.932"
"40258","11470","4","20110317","779","186310.212","446944.937"
"40259","11470","4","20110317","234","188971.541","446834.825"
"40318","11545","4"," ","430","191785.86","440142.344"
"40319","11215","4","20070116","2350","206606.04","448143.695"
"40321","11545","4"," ","640","191127.073","441544.609"
"40322","11215","4"," ","2348","206603.84","448074.848"
"40325","11215","4"," ","1034","207493.36","451203.653"
"40326","11545","4"," ","1345","191761.982","440126.442"
"40327","11440","4"," ","663","191709.986","451387.828"
"40328","11440","4"," ","667","191746.664","451541.716"
"40330","11440","4","20070921","2517","192997.54","450300.189"
"40331","11440","4","20071105","2542","192524.464","449942.691"
"40332","11440","4"," ","2546","192840.854","449771.601"
"40335","11440","4","20081217","1178","191354.31","450669.739"
"40337","11545","4"," ","295","191141.953","440225.369"
"40338","11545","4"," ","512","190423.916","442103.6"
"40340","11215","4"," ","1166","208076.412","450920.256"
"40343","11215","4","20070629","2278","206801.502","449540.948"
"40345","11305"," "," ","0","201803.369","459996.232"
"40346","11215","4"," ","481","205790.999","448578.007"
"40348","11215"," ","20070621","0","206216.615","448564.727"
"40349","11215","4"," ","923","207213.387","451032.491"
"40350","11215","4"," ","2291","205776.742","449028.218"
"40352","11305"," "," ","0","202319.88","457631.89"
"40353","11305"," "," ","0","202307.371","457638.205"
"40514","11470","4","20110317","314","187927.583","447286.912"
"40517","11230","4","20140714151024","1565","205498.136","455028.594"
"40520","11305"," "," ","0","202122.032","460036.344"
"40523","11545","4"," ","1382","190584.651","441896.738"
"40526","11230","4"," ","1801","205386.694","455786.723"
"40528","11230","4"," ","1802","205358.108","455822.081"
"40531","11215","4","20070117","524","206803.919","447806.761"
"40533","11305"," "," ","0","202270.094","457716.757"
"40535","11305"," "," ","0","202187.525","457684.895"
"40536","11305"," "," ","0","202308.282","457964.752"
"39998","11440","4"," ","1394","193252.481","450186.516"
"39999","11410","3"," ","2624","195526.039","455087.104"
"40000","11305"," "," ","0","202258.545","459894.933"
"39982","11470","4","20110317","205","185730.023","446295.667"
"39984","11470","4","20110317","32","187353.718","447361.46"
"39989","11470","4","20110317","314","187607.578","447248.725"
"39992","11470","4","20110317","835","185314.731","447171.892"
"39995","11545","4"," ","996","191056.763","441446.865"
"40001","11305"," "," ","0","202320.119","459993.557"
"40005","11305"," "," ","0","202231.846","460081.687"
"40006","11305"," "," ","0","202194.479","460014.44"
"40007","11305"," "," ","0","202079.926","459973.275"
"40009","11305"," "," ","0","201889.865","460008.775"
"40010","11305"," "," ","0","202891.619","460029.336"
"40011","11410","4"," ","2838","194579.528","451024.504"
"40013","11410","4"," ","3156","195005.928","450888.052"
"40015","11410","4"," ","1887","195276.369","455508.453"
"40017","11215","3","20070821","2409","208179.673","448904.54"
"40018","11215","4","20071109","2408","208052.143","448888.758"
"40019","11545","3"," ","1225","191407.59","441556.408"
"40021","11215","4","20071109","2405","207987.715","448867.472"
"40022","11215","4"," ","2915","207893.648","449580.167"
"40261","11470","4","20110317","423","189208.704","449362.084"
"40262","11230","4","20070502","3300","205302.06","454997.536"
"40263","11215","4"," ","1172","208163.999","450825.455"
"40264","11215","4"," ","1043","207549.708","451089.108"
"40265","11215"," ","20080430","0","207737.052","450962.758"
"40267","11215","4","20070214","1110","207928.074","450604.138"
"40268","11215","4","20070214","1112","207902.855","450646.13"
"40269","11215","4","20070214","1120","207892.117","450790.217"
"40271","11215","4","20070214","1123","208014.427","450679.256"
"40272","11215","4","20070115","2417","207566.341","448693.267"
"40273","11215","4"," ","1988","206721.01","448594.513"
"40275","11215","4","20070115","2862","207542.117","448924.819"
"40276","11215","4"," ","1989","206697.991","448601.009"
"40281","11470","4","20110317","125","185426.441","447593.698"
"40283","11545","4"," ","742","191245.406","440229.612"
"40286","11380","3","20100719","873","193715.128","457087.049"
"40288","11440","4","20090128","2011","191694.208","450750.509"
"40289","11440","4","20081222","842","193652.558","450687.964"
"40291","11305"," "," ","0","202761.768","459772.712"
"40292","11305"," "," ","0","202768.132","459755.16"
"40294","11305"," "," ","0","202776.751","459816.448"
"40295","11305"," "," ","0","202805.41","459837.994"
"40297","11305"," "," ","0","202933.062","459882.713"
"40355","11305"," "," ","0","202368.984","457819.704"
"40356","11305"," "," ","0","202429.789","457950.831"
"40358","11305"," "," ","0","202336.187","457881.116"
"40359","11305"," "," ","0","202297.61","457876.387"
"40361","11305"," "," ","0","202266.746","457959.192"
"40363","11290","4","20110315","1","200492.939","456544.361"
"40364","11290","4","20110315","1","200462.682","456528.822"
"40366","11230","4"," ","2232","206206.034","452486.235"
"40367","11305"," "," ","0","202949.046","459980.715"
"40369","11230","4"," ","1705","205416.819","455890.542"
"40372","11380","4"," ","2100","192370.833","456803.548"
"40374","11380","4","20110218","1733","192588.642","454015.441"
"40376","11230","4"," ","1880","205259.85","452525.032"
"40377","11230"," "," ","0","205431.6","455867.024"
"40379","11440","4","20120322","2152","193585.532","450275.665"
"40380","11440","2"," ","2788","196091.214","450055.516"
"40381","11440","4","20081222","2374","193331.783","450486.362"
"40382","11215"," ","20070720","0","205525.215","448823.482"
"40384","11440","4"," ","988","191893.695","450596.984"
"40385","11215"," ","20070117","0","206026.893","448273.301"
"40387","11215","3","20070531","2027","207180.006","447984.966"
"40388","11215"," ","20070117","0","206184.329","448105.321"
"40390","11230"," "," ","0","205821.563","452219.956"
"40391","11470","4","20110317","46","187912.251","447646.741"
"40540","11380","4","20121108","998","194531.755","455496.975"
"40592","11545","4","20130509140259","0","191276.02","439637.305"
"40595","11215","4","20070115","2860","207505.569","449003.194"
"40598","11215"," "," ","0","207409.918","451121.624"
"40601","11215","4"," ","2599","207215.716","448668.275"
"40603","11215","4"," ","1031","207360.481","451245.307"
"40604","11215","4"," ","1028","207338.679","451241.82"
"40606","11215","4","20070116","2863","207428.443","448972.2"
"40607","11215","4"," ","1010","207285.489","451198.623"
"40608","11215","4"," ","1012","207267.564","451157.134"
"40610","11215","3","20070531","2808","206910.296","448128.663"
"40611","11545","4"," ","487","191928.779","441892.559"
"40613","11545","4"," ","1529","190106.085","442246.138"
"40615","11545","3"," ","1816","192023.233","439013.11"
"40616","11545","4"," ","369","191473.228","440163.187"
"40617","11545"," ","20110602","0","190411.994","439261.754"
"40619","11230","4"," ","2750","206053.783","452352.281"
"40621","11230","3"," ","920","205807.846","455459.555"
"40622","11230","3"," ","910","205817.925","455474.628"
"40623","11230","4"," ","2234","206058.469","452495.332"
"40625","11230","3"," ","922","205849.351","455448.927"
"40626","11215","4"," ","886","207299.009","451687.906"
"40628","11545","4"," ","325","191091.52","440224.227"
"40024","11290","4"," ","1","203399.691","456090.723"
"40026","11290","4"," ","1","203434.976","456091.823"
"40027","11290","4","20150713100718","1","203417.126","456116.45"
"40029","11290","4"," ","1","203488.118","456035.065"
"40030","11290","4"," ","1","203526.615","455959.177"
"40031","11290","4"," ","1","203524.285","455965.297"
"40033","11440","3","20080709","1779","192454.058","451122.66"
"40034","11290","4"," ","1","203574.189","455961.654"
"40035","11380","4"," ","88","190464.088","453911.706"
"40036","11470","4","20110317","965","186065.353","446363.147"
"40039","11470","4","20110317","183","185351.215","447192.6"
"40040","11230","4","20070502","3302","205429.703","455110.668"
"40042","11215","4"," ","2976","206062.506","448274.513"
"40043","11215","3"," ","1681","207931.012","448914.994"
"40046","11470","4","20110317","120","185435.815","448147.811"
"40047","11470","4","20110317","19","185274.568","448197.2"
"40049","11470","4","20110317","502","188481.827","445672.934"
"40051","11545","4"," ","277","191140.171","440198.23"
"40052","11215","4"," ","1512","206092.16","449767.174"
"40054","11380","4","20080417","978","193839.872","455873.935"
"40055","11380","4","20090618","1108","192390.209","457208.729"
"40056","11380","4","20090618","1108","192376.77","457184.267"
"40058","11380","4","20090626","897","193010.81","458309.689"
"40059","11305"," "," ","0","202765.791","460039.879"
"40299","11305"," "," ","0","202823.588","459881.337"
"40300","11305"," "," ","0","202881.696","459981.235"
"40202","11215","4"," ","710","208471.59","451151.554"
"40203","11470","3","20110317","419","189079.808","447288.121"
"40204","11230","4"," ","3296","205439.713","455088.255"
"40209","11230"," "," ","0","205480.887","454988.665"
"40210","11380","3","20110114","1749","194526.696","460879.297"
"40211","11410","4"," ","566","193729.298","453200.469"
"40214","11305"," "," ","0","202699.138","460021.665"
"40217","11410","4"," ","947","193692.056","453215.773"
"40219","11470","4","20110317","308","187283.715","447200.746"
"40221","11380","4"," ","1049","192692.489","457424.736"
"40222","11470","3","20110317","588","189054.962","447144.936"
"40224","11230","4"," ","1711","205427.095","455879.126"
"40230","11680","4","20080728","606","202836.87","443521.25"
"40393","11230","4"," ","2728","205746.502","452259.296"
"40395","11230","3"," ","915","205868.276","455508.573"
"40396","11230","4"," ","2733","205992.838","452276.775"
"40398","11230","4"," ","2736","206022.361","452376.058"
"40399","11230","3"," ","913","205786.357","455426.573"
"40301","11470","4","20110317","736","185232.952","447082.13"
"40304","11440","4","20080711","2143","194168.554","450657.925"
"40308","11305"," "," ","0","201924.332","458466.738"
"40310","11680","2"," ","15","207801.498","444072.88"
"40311","11680","3","20080908","9","203553.278","446732.766"
"40312","11380","3"," ","216","193144.339","454136.278"
"40317","11470","4","20110317","130","185696.605","447554.919"
"40669","11230","4"," ","1373","204905.549","454362.147"
"40670","11230","4"," ","451","204814.227","454295.265"
"40672","11230","4","20081112","1572","205320.453","455129.579"
"40673","11230","4","20081112","1449","205311.427","455091.594"
"40675","11230","3"," ","2648","205949.87","455642.823"
"40676","11230","4"," ","358","205901.107","452115.49"
"40679","11470","4","20110317","1152","188145.974","449332.576"
"40680","11470","4","20110317","148","188285.309","449184.552"
"40681","11470","4","20110317","146","188285.286","449112.241"
"40683","11545"," "," ","0","190303.439","439409.979"
"40684","11545","4"," ","1769","191172.202","441587.135"
"40687","11215","4"," ","627","207420.742","451824.817"
"40688","11215","4"," ","384","208137.592","448738.815"
"40689","11545","4"," ","491","191203.425","440186.966"
"40691","11215","4","20070117","79","206147.947","448020.247"
"40692","11215","4"," ","1355","205676.12","448365.311"
"40694","11215","3"," ","1680","207886.454","448910.338"
"40695","11215","4"," ","1949","206047.623","449768.202"
"40697","11215","4"," ","1353","205675.396","448336.454"
"40700","11545","3"," ","754","190287.945","442071.915"
"40602","11215","4"," ","1032","207415.235","451221.595"
"40605","11215","4"," ","1027","207325.972","451243.601"
"40609","11215","4"," ","1016","207232.851","451142.07"
"40612","11545","4"," ","581","191413.653","441858.234"
"40066","11290","4"," ","1","203623.886","455904.102"
"40068","11230","4"," ","3293","205694.592","455509.631"
"40070","11230","4"," ","1515","205595.497","455491.142"
"40071","11545","4"," ","22","191572.187","441517.937"
"40072","11290","4"," ","1","200370.579","454406.685"
"40073","11290","4"," ","1","200335.168","454768.835"
"40075","11230","4"," ","1569","205362.908","454979.699"
"40076","11545","4"," ","971","191811.78","440164.465"
"40078","11545","4"," ","904","191650.134","440150.33"
"40079","11215","4","20071109","446","208184.855","448964.154"
"40081","11215","4"," ","2677","208234.112","449043.214"
"40082","11545","4"," ","266","191630.658","440148.789"
"40084","11545","4"," ","1072","191503.89","440115.581"
"40085","11470","4","20110317","1131","188203.88","445098.55"
"40087","11230","4"," ","1573","205384.313","454987.53"
"40089","11230","4"," ","1435","205337.124","454978.572"
"40090","11230","4"," ","1560","205471.539","454996.234"
"40091","11545","4"," ","1771","190891.197","441802.725"
"40092","11545","3"," ","390","191465.767","441558.068"
"40094","11215","4"," ","2477","206845.786","447906.922"
"40095","11545","3","20110311","228","191463.884","441520.481"
"40097","11545","4"," ","966","191488.14","440051.382"
"40098","11545","4"," ","391","191216.829","439946.689"
"40100","11545","4"," ","280","191534.87","439904.905"
"40233","11545","4"," ","193","191422.746","439189.565"
"40235","11215","4","20070823","1788","208129.42","449813.206"
"40237","11215","4"," ","2911","208027.62","449642.61"
"40238","11215","4","20071109","376","208136.507","449027.179"
"40239","11545","4"," ","180","191832.508","440164.461"
"40244","11215","4"," ","276","206704.167","448689.698"
"40245","11470","4","20110317","215","188808.19","446909.061"
"40246","11470","4","20110317","38","187526.999","446912.801"
"40316","11470","4","20110317","1131","188261.713","445193.511"
"40320","11215","4"," ","490","206538.718","448094.844"
"40323","11545","4"," ","596","191439.491","440029.754"
"40324","11215","4"," ","47","207483.501","452075.782"
"40329","11440","4","20070921","2516","192996.229","450325.682"
"40333","11380","4"," ","771","193943.634","457692.511"
"40334","11470","4","20110317","65","188088.699","449841.218"
"40336","11215","4","20070629","332","206648.021","449630.367"
"40339","11215","4"," ","476","206683.433","449581.884"
"40572","11380","4"," ","971","193012.038","458631.672"
"40573","11380","4"," ","1102","194038.411","456867.628"
"40575","11410","4"," ","736","193543.708","452456.259"
"40578","11305"," "," ","0","202940.005","459994.223"
"40579","11470","4","20110317","89","184996.825","448755.939"
"40581","11410","4"," ","1139","194126.231","454651.957"
"40583","11680"," "," ","0","205833.951","446479.94"
"40588","11545"," "," ","0","190177.373","441469.673"
"40002","11305"," "," ","0","202175.871","460057.987"
"40003","11305"," "," ","0","202238.418","460062.745"
"40004","11305"," "," ","0","202076.622","460053.256"
"40008","11305"," "," ","0","201872.762","460050.576"
"40012","11410","4"," ","3157","195004.01","450958.136"
"40014","11410"," "," ","0","195373.024","455560.849"
"40016","11410","4"," ","1627","195304.304","455561.694"
"40020","11545","4"," ","282","191856.093","440190.698"
"40023","11290","4"," ","1","203660.051","456024.221"
"40025","11290","4"," ","1","203376.303","456100.625"
"40028","11440","4","20080709","707","191485.431","450516.688"
"40032","11290","4"," ","1","203599.777","455975.398"
"40037","11230","4"," ","70","205996.648","452177.086"
"40038","11230","4","20070502","3303","205328.583","455069.758"
"40041","11545","4"," ","1061","190543.332","441952.907"
"40045","11470","3","20110317","410","188683.78","445318.951"
"40048","11470","4","20110317","125","185341.974","447609.693"
"40050","11470","4","20110317","66","188008.975","449980.218"
"40053","11680"," "," ","0","205786.769","446584.033"
"40247","11545"," "," ","0","190542.206","441445.496"
"40248","11545","4"," ","716","191792.56","440251.85"
"40251","11680","2","20080908","17","202115.379","446486.883"
"40253","11680","3","20080908","26","202602.478","446369.3"
"40255","11380","4"," ","90","190547.579","453988.476"
"40260","11470","2","20110317","241","186214.557","445217.893"
"40266","11215","4"," ","1078","207697.155","450647.046"
"40341","11545"," "," ","0","190877.799","441489.836"
"40342","11545"," "," ","0","191510.403","439247.506"
"40344","11380","4"," ","1868","193803.716","456132.439"
"40347","11215","3","20070531","2028","207206.276","447977.718"
"40351","11215","4"," ","1424","205719.435","448977.872"
"40354","11305"," "," ","0","202359.85","457773.682"
"40357","11305"," "," ","0","202316.353","457910.036"
"40360","11305"," "," ","0","202276.534","457907.44"
"40362","11290","4","20110315","1","200480.811","456545.401"
"40365","11230","4"," ","3215","205850.766","455230.354"
"40629","11215","4"," ","774","207375.442","451777.545"
"40631","11215","4"," ","772","207378.982","451799.526"
"40632","11545","4"," ","549","191446.221","439337.271"
"40634","11215","4"," ","628","207424.355","451864.336"
"40635","11545","4"," ","684","191639.223","439312.822"
"40636","11545","3"," ","599","191673.339","439291.119"
"40638","11380","4","20111202","67","192899.553","454186.705"
"40639","11470","4","20110317","14","187548.12","446831.878"
"40643","11380","4"," ","242","191818.135","453781.15"
"40645","11305"," "," ","0","201889.703","460035.555"
"40646","11305"," "," ","0","201820.982","460029.389"
"40647","11305"," "," ","0","202120.198","460231.347"
"40648","11305"," "," ","0","202133.733","460197.054"
"40651","11545","4"," ","50","191459.743","439233.885"
"40652","11545","3"," ","1377","192278.538","439146.237"
"40654","11545","4"," ","1385","191326.45","440167.268"
"40657","11305"," "," ","0","202173.889","458022.77"
"40658","11305"," "," ","0","201629.42","458229.183"
"40659","11305"," "," ","0","202230.763","458644.769"
"40661","11410","4"," ","1101","193225.344","453133.137"
"40662","11410"," "," ","0","194963","451357.35"
"40664","11545"," ","20110602","0","190293.947","439332.944"
"40665","11380","4","20101202","850","193515.683","457749.03"
"40666","11230","4"," ","450","204956.808","454389.93"
"40044","11470","4","20110317","66","188723.456","449956.102"
"40057","11470","4","20110317","52","187918.493","447336.728"
"40060","11230","4"," ","1559","205440.061","454947.181"
"40061","11410","4"," ","3205","193371.171","453252.89"
"40062","11545","4"," ","830","190639.517","441790"
"40063","11470","4","20110317","620","189378.296","449591.188"
"40064","11470","4","20110317","423","189135.554","449246.665"
"40270","11215","4","20070214","1119","207907.903","450732.66"
"40274","11215","4"," ","1987","206744.725","448587.673"
"40277","11290","4"," ","1","200333.697","454780.445"
"40278","11230","4"," ","1511","205581.159","455496.555"
"40279","11470","4","20110317","329","186844.497","446305.598"
"40280","11470","4","20110317","188","185211.792","446825.427"
"40282","11215","4"," ","513","208447.59","451115.98"
"40368","11230","4"," ","2850","205217.692","452018.132"
"40370","11470","4","20110317","274","186426.575","445594.21"
"40371","11380","4","20070731","185","192188.982","455559.584"
"40373","11380","4"," ","984","192451.956","457267.58"
"40375","11230","4"," ","2842","205283.025","452009.614"
"40378","11470","4","20110317","208","185745.574","445761.554"
"40383","11440","3","20080709","1777","192943.952","451411.186"
"40386","11440","4","20080710","2176","193222.491","450555.591"
"40389","11230","3"," ","2661","205946.65","455736.768"
"40392","11230","4","20100630","339","205821.026","452174.936"
"40394","11230","4"," ","3595","206069.294","452421.698"
"40397","11470","4","20110317","27","186173.918","447335.082"
"40400","11545","4"," ","1058","191373.872","441699.352"
"40402","11680"," ","20080716","0","204305.349","447554.479"
"40542","11470","4","20110317","19","185459.298","447828.204"
"40544","11470","2","20110317","418","190264.586","447985.481"
"40545","11230","4","20081112","1451","205307.372","455080.421"
"40547","11215","4"," ","1047","207516.019","451066.199"
"40549","11215","4","20070214","1111","207883.567","450679.178"
"40552","11215","4"," ","1181","208321.748","450793.222"
"40553","11470","4","20140225112745","50","187300.689","446646.844"
"40556","11215","3","20071010","2276","206529.418","449605.705"
"40559","11215","4"," ","1256","208259.899","450388.316"
"40561","11215","4"," ","768","207261.693","451813.862"
"40563","11230","3"," ","2659","205947.475","455534.219"
"40566","11230","4","20100630","2728","205799.806","452266.409"
"40570","11230"," "," ","0","205384.058","455822.444"
"40065","11470","4","20110317","89","184955.73","448719.905"
"40067","11545","3"," ","209","192358.404","439067.765"
"40069","11380","4"," ","756","194003.689","457363.311"
"40074","11470","3","20110317","421","185781.981","445251.514"
"40077","11545","4"," ","657","191681.757","440155.91"
"40080","11545","4"," ","1117","191909.378","438900.926"
"40083","11215","4","20070115","2861","207524.764","449076.8"
"40086","11470","4","20110317","1055","188187.487","448949.977"
"40088","11470","4","20110317","465","186812.118","447514.095"
"40093","11215","4"," ","2349","206553.636","448067.815"
"40096","11215","4","20070116","1385","206455.017","448066.935"
"40099","11545","4"," ","261","191367.648","439924.666"
"39722","11110","4","20100827","1","196616.039","455580.036"
"39724","11470","4","20160628180000","5","189128.843","447937.652"
"39729","11305"," "," ","0","202029.71","458616.927"
"39731","11680"," "," ","0","201671.289","446887.482"
"39734","11410","4"," ","3405","192436.558","452344.468"
"40404","11680","4","20080717","1266","202747.161","447409.149"
"40405","11290","4","20110315","1","200553.7","456679.819"
"40408","11470","4","20110317","308","187120.243","447134.788"
"40410","11470","4","20110317","308","187471.676","447212.254"
"40411","11470","4","20110317","346","185652.01","446894.003"
"40412","11230","4"," ","1800","205363.355","455814.258"
"40413","11230","3","20071204","768","205497.519","453142.414"
"40415","11290","4","20110315","1","200494.551","456571.383"
"40416","11440","4","20080711","2145","194151.366","450615.6"
"40417","11230","4"," ","3212","205865.808","455215.265"
"40420","11305"," "," ","0","202736.602","459780.769"
"40421","11305"," "," ","0","202797.014","459772.266"
"40422","11305"," "," ","0","202811.65","459718.625"
"40424","11305"," "," ","0","202897.491","459818.9"
"40426","11305"," "," ","0","202846.181","459921.025"
"40427","11305"," "," ","0","202897.503","459892.45"
"40429","11305"," "," ","0","202817.651","459942.746"
"40431","11305"," "," ","0","202347.941","457625.081"
"40434","11230","4"," ","1708","205440.134","455862.299"
"40435","11230","4"," ","1875","205300.685","452547.593"
"40438","11680","4","20080808","805","203035.308","443553.18"
"40440","11545","4"," ","13","191606.384","441637.798"
"40441","11215","4"," ","2792","206128.413","450112.675"
"39818","11470"," ","20160628190000","0","188938.054","445376.49"
"39822","11305"," "," ","0","202075.003","458717.1"
"39824","11215","4"," ","1996","206655.337","448675.43"
"39827","11410"," "," ","0","195173.885","450769.594"
"39829","11410","4"," ","991","195701.985","455349.779"
"39831","11410"," "," ","0","195671.867","450807.148"
"39835","11305"," "," ","0","202020.087","460233.341"
"39840","11440","4","20081222","836","193572.774","450755.261"
"39842","11290","4"," ","1","200326.9","454821.561"
"39844","11410","4"," ","3407","192438.598","452380.033"
"39845","11380","3","20071113","2379","194672.63","461716.818"
"39848","11305"," "," ","0","202917.966","457478.365"
"39850","11305"," "," ","0","202811.138","457534.844"
"39853","11380","4"," ","427","191802.384","457357.139"
"39858","11545","4"," ","103","191553.572","441407.092"
"39860","11545","4"," ","123","191594.512","441144.103"
"40101","11545","4"," ","427","191477.128","439893.305"
"40103","11215","4","20070117","284","206146.851","448270.685"
"40105","11470","2","20110317","241","186180.683","445304.562"
"40106","11230","4","20081112","1610","205720.428","455631.177"
"40108","11230","4","20081112","1507","205602.984","455576.057"
"40110","11545","4"," ","1110","191054.28","440267.427"
"40111","11545","4"," ","885","191288.558","440264.502"
"40112","11545","4"," ","326","191237.417","440262.006"
"40115","11215"," "," ","0","208436.516","451076.745"
"40117","11380","3","20121005","4","192805.855","455440.01"
"40119","11215","4","20070629","2272","206641.503","449603.324"
"40120","11230","4"," ","3299","205425.432","455045.883"
"40123","11545","4"," ","285","190770.424","441836.986"
"40124","11215","3","20070531","2500","207404.321","447988.564"
"40126","11410","4"," ","681","193389.085","453236.462"
"40128","11230","4"," ","1267","205376.937","455907.859"
"40132","11680","2","20080908","17","203222.661","446987.729"
"40135","11230","4"," ","1510","205586.86","455535.601"
"40136","11545","4"," ","155","191563.838","441465.768"
"40137","11215","4"," ","68","207168.266","451633.219"
"39737","11215","4"," ","524","205607.176","448222.968"
"39738","11380","4"," ","422","193281.506","455120.867"
"39739","11380","4"," ","2062","191987.648","456916.61"
"39741","11470","4","20110317","52","187832.783","447274.68"
"39743","11380","4"," ","1033","192132.235","457563.428"
"40443","11545","4"," ","799","191239.46","441633.741"
"40445","11215","4","20070712","231","207037.721","448335.045"
"40446","11545","4"," ","1252","191386.115","441586.636"
"40448","11215","4","20070116","1583","206624.354","448032.217"
"40449","11215","4","20070116","1584","206615.976","448008.145"
"40452","11440","4","20071105","2436","192656.157","449905.571"
"40453","11440","4","20120322","2375","193615.367","450273.483"
"40454","11440","4"," ","1007","191603.946","450379.536"
"40456","11215","3","20070531","2469","207105.732","448055.308"
"40458","11215","4"," ","1008","207302.92","451129.097"
"40460","11410","4"," ","1668","193546.155","452589.208"
"40462","11410","4"," ","244","193570.461","452555.839"
"40464","11305"," "," ","0","202849.774","460063.72"
"40465","11290","4","20110315","1","200557.467","456552.929"
"40466","11545","4"," ","538","190826.149","441826.933"
"40467","11305"," "," ","0","202843.899","460042.353"
"40469","11470","4","20110317","308","186967.603","447084.926"
"40471","11410","4"," ","454","193450.09","453319.823"
"40472","11545","4"," ","71","191618.71","441384.826"
"40474","11410","4"," ","568","193394.003","453293.454"
"40475","11410"," "," ","0","193346.746","453243.587"
"40477","11410","4"," ","1750","193303.867","453168.183"
"40479","11680","3","20080829","1578","205442.388","446042.773"
"40480","11440","4","20081222","2771","193758.291","450693.159"
"39852","11380","4","20070423","179","191474.061","454732.754"
"39864","11545","4"," ","1820","191151.259","441131.426"
"39865","11410","4"," ","2769","193592.768","453304.454"
"39869","11410","4"," ","2145","195605.805","455384.469"
"39872","11215","3","20070531","1561","205902.942","448445.702"
"39875","11110","4"," ","1","199025.831","453761.878"
"39876","11110","4"," ","1","199680.943","452842.448"
"39877","11110","4"," ","1","199870.792","454135.552"
"40139","11215","4","20071109","366","208352.582","449069.535"
"40141","11215","4"," ","2954","207864.907","449581.046"
"40143","11215","4"," ","2912","207835.571","449614.405"
"40144","11545","4"," ","204","191834.521","440179.306"
"40146","11290","4"," ","1","203423.554","456100.459"
"40148","11290","4"," ","1","203495.008","456026.227"
"40149","11440","4","20080709","599","191581.131","450635.387"
"40150","11440","4","20080709","709","191587.159","450543.138"
